Product (Ticket ID),Work Description (Ticket),Incident Description (Ticket),Month,Product Category
MPMVIVEDVUE12TMSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12TMSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
M9108,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MPMEXCELLOADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
MRELIFE900AEDPR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MRELIFE900AEDR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MPM5588MSP02,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5588MSP02,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5588MSP02,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5588MSP02,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MBPLMRAD3.6+,(reason not mentioned),(reason not mentioned),aug,X-ray
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF2509,(reason not mentioned),(reason not mentioned),aug,Defibrillators- Mono phasic
MECUBE-8DIA,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
BPLMVLSMEL600CTR,(reason not mentioned),(reason not mentioned),aug,Lowenstein ventilators
MPMVIVEDVUE12MSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MV021jul001,PMS DONE,(reason not mentioned),aug,Mother Infant Care
MACQUNITNEO,(reason not mentioned),(reason not mentioned),aug,STS-Stress test system
MACQUNITNEO,(reason not mentioned),(reason not mentioned),aug,STS-Stress test system
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6-3GAS,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6D,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MPMEV100TN,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV100TN,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV100TN,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV100TN,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV100TN,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV100TN,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV100TN,(reason not mentioned),(reason not mentioned),aug,Patient monitors
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
MBPLCRAYPROMXSI,(reason not mentioned),(reason not mentioned),aug,C-Arm
MDF2509R,(reason not mentioned),(reason not mentioned),aug,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),aug,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),aug,Defibrillators- Mono phasic
MDF2509R,(reason not mentioned),(reason not mentioned),aug,Defibrillators- Mono phasic
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBEIjul,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBEIjul,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBEIjul,(reason not mentioned),(reason not mentioned),aug,UltraSound
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MPMCSC8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE8OXSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
M9108,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MPMEXCELLOADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
FG5008230,(reason not mentioned),(reason not mentioned),aug,Penlon-Anaesthesia work station
MPO5531N,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MSTSTMILLU-BPL,(reason not mentioned),(reason not mentioned),aug,STS-Stress test system
MPM5588UPDS,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MBPLMRAD3.6+DR-APR,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD3.6+DR-APR,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD3.6+DR-APR,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD3.6+DR-APR,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD3.6,(reason not mentioned),(reason not mentioned),aug,X-ray
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6-3GAS,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6D,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEV8,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MBPLCRAYP,(reason not mentioned),(reason not mentioned),aug,C-Arm
MPM5644SNIBPSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
BPLSYRPUMP1,(reason not mentioned),(reason not mentioned),aug,Syringe pump
MBPLCRAYPROPLUSMXSI,(reason not mentioned),(reason not mentioned),aug,C-Arm
MBPLCRAYPROMXSI,(reason not mentioned),(reason not mentioned),aug,C-Arm
MDF2509R,(reason not mentioned),(reason not mentioned),aug,Defibrillators- Mono phasic
MDF261julAEDR,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MDF261julAEDR,PMS done sucesfully and tested unit charging and discharging,(reason not mentioned),aug,Defibrillators-Bi-Phasic
MECUBE-15 PW,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8DIA,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,Done PMS sucesfully and cleaned filter and track ball and ob,(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECUBE-8LE,(reason not mentioned),(reason not mentioned),aug,UltraSound
MECG6208VIEWC,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MEXCELLOMSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9853,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MBPLMRAD5.0,(reason not mentioned),(reason not mentioned),aug,X-ray
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMVIVEDVUE12NSPO2,(reason not mentioned),(reason not mentioned),aug,Patient monitors
M9108,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
M9108,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),(reason not mentioned),aug,Electrocardiographs-Multi channel
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MRELIFE900R,(reason not mentioned),(reason not mentioned),aug,Defibrillators-Bi-Phasic
MPM5588UPDS,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MPM5588UPDS,(reason not mentioned),(reason not mentioned),aug,Patient monitors
MBPLXRAD300FC,(reason not mentioned),(reason not mentioned),aug,X-ray
MVHFO021jul004,(reason not mentioned),pressure is not reaching.,aug,Mother Infant Care
BPLSYRPUMP1,(reason not mentioned),Preventive Measures,aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),Preventive Measures,aug,Syringe pump
MBPLMRAD100,PMS done machine is working ok.,Preventive Measures,aug,X-ray
MDF2509R,(reason not mentioned),Preventive Measures,aug,Defibrillators- Mono phasic
MDF261julR,(reason not mentioned),Preventive Measures,aug,Defibrillators-Bi-Phasic
P320DGAFMS,(reason not mentioned),"
Preventive Measures",aug,Penlon-Anaesthesia work station
FG5008230,PMS DONE.,Preventive Measures,aug,Penlon-Anaesthesia work station
MRELIFE900AEDPR,(reason not mentioned),Preventive Measures,aug,Defibrillators-Bi-Phasic
MECG9108D,PMS Done,Preventive Measures,aug,Electrocardiographs-Multi channel
MOGOXY5NEOS,PMS DONE,Preventive Measures,aug,Oxygen concentrator
MBPLXRAD300FC,(reason not mentioned),Preventive Measures,aug,X-ray
MECUBEIjul,"Patient data full , delete the patient data than machine is",(reason not mentioned),aug,UltraSound
,(reason not mentioned),(reason not mentioned),aug,Defibrillators- Mono phasic
MAMEFLO6D,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MAMEFLO6D,(reason not mentioned),(reason not mentioned),aug,Anaesthesia work station
MPMSSS12,(reason not mentioned),NIBP NOT COMING PREVIOUSLY SEND ONLY MAINBOARD  NOW SEND ENT,aug,Patient monitors
MSTSTMILLU-BPL,(reason not mentioned),"TMT IS NOT WORKING.

INTERMITTENT ISSUE COMING.",aug,STS-Stress test system
MSTSTMILLU-BPL,(reason not mentioned),TMT IS NOT WORKING.,aug,STS-Stress test system
MFM9853,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9852T,(reason not mentioned),"SPEAKER ISSUE

THRU CALL MADHUMATHI PATIL

9969532392 Ticket",aug,Foetal Monitor
,SPEAKER REPLACED NOW WORKING OK,(reason not mentioned),aug,Foetal Monitor
MFM9853,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MFM9853,(reason not mentioned),(reason not mentioned),aug,Foetal Monitor
MPMVIVEDVUE12NSPO2,Spo2 communication error appearing. Crosschecked & confirmed,(reason not mentioned),aug,Patient monitors
,spo2 module changed now working ok.,(reason not mentioned),aug,Patient monitors
MPM5588PRB,(reason not mentioned),spo2 not working.,aug,Patient monitors
,(reason not mentioned),spo2 not working.,aug,Patient monitors
MPM5588MSP02,(reason not mentioned),(reason not mentioned),aug,Patient monitors
BPLMVLSMEL600STR,"Sinter disk with gasket,PMS kit needs to be replaced.Quotati",(reason not mentioned),aug,Lowenstein ventilators
,replace the control board due to after machine on then machi,machine not working due speed problem,aug,STS-Stress test system
,"replace the control pcb due to speed not properly work 

2.",machine not working due speed problem,aug,STS-Stress test system
BPLMVLSMEL300STR,Saper has been replaced  machine is working good condition,Turbine assembly problem,aug,Lowenstein ventilators
MAMEFLO6-3GAS,(reason not mentioned),Tray assembly problem,aug,Anaesthesia work station
MAMEFLO6,replacement given to customer,(reason not mentioned),aug,Anaesthesia work station
MAMPLNPRI320AAGMPE,"new water trap needed for demonstration machine.

new water",new water trap needed for demonstration machine.,aug,Penlon-Anaesthesia work station
MECGGENX3,(reason not mentioned),"LED OPEN  (MAIN BOARD PROBLEM)

STOCK SET
THRU MAIL FROM

S",sep,Electrocardiographs-Multi channel
MPM5588UPDS,(reason not mentioned),"DISPLAY WHITE SHOWING (MAIN BOARD PROBLEM)

STOCK SET
THRU M",sep,Patient monitors
BPLSYRPUMP1,(reason not mentioned),"Motor error problem 

O/W

THRU MAIL FROM

Chennai Medic Ind",sep,Syringe pump
MPMEV10TD,(reason not mentioned),"Complaint key pub’s and key pad issue
o/w
THRU MAIL FROM
S.V",sep,Patient monitors
MAMEFLO6,(reason not mentioned),"MACHINE NOT GETTING ON

THRU MR. BAYAS",sep,Anaesthesia work station
MAMEFLO6-3GAS,"Customer reported problem: leak tested failure 

observed th","Leak test Failure

AMC

Thru call from Customer(Mr.K.rajesh)",sep,Anaesthesia work station
MECGGENX3,"No trace ,PRINTER NOT WORKING 

MAIN BOARD STOBE SIGNAL MISS","Blank print issue

Thru call from dealer Gmtec medical syste",sep,Electrocardiographs-Multi channel
MPMCSC10,(reason not mentioned),"Display not working 

O/W

Customer Not given Approval

",sep,Patient monitors
MPMEXCELLOD,(reason not mentioned),"Power supply board issue 

Thru call from dealer Vikas surgi",sep,Patient monitors
BPLSYRPUMP1,WE CHECKED AND FOUND POWER SUPPLY GET FAULTY. SO WE REQUEST,"Power supply not working

Thru mail from dealer (Medicare La",sep,Syringe pump
MECUBE-8,(reason not mentioned),"Convex probe & cariart probe not working 

Thru call from em",sep,UltraSound
MRjul00AEDPR,"Shock not delivering

O/W
Thru call from customer (Mr.Ahmat)","Shock not delivering


O/W

Thru call from customer (Mr.Ahma",sep,Defibrillators-Bi-Phasic
382SCBPCBAY,(reason not mentioned),"MECHANICAL LOCK PROBLEM

THRU CALL FROM COUSTOMER (RAFIK)

9",sep,SPARES
MDF2509,(reason not mentioned),"INTERNAL PEDAL PROBLEM

THRU CALL FROM DEALER (BIPUL)

99245",sep,Defibrillators- Mono phasic
MDF2509,(reason not mentioned),"INTERNAL PEDAL PROBLEM

THRU CALL FROM DEALER (BIPUL)

99245",sep,Defibrillators- Mono phasic
MPMVIVEDVUE12NSPO2,refix functional keypad after problem has resolved,"KEYPAD IS NOT WORKING AND MONITOR IS COMPLETELY DOWN

THRU C",sep,Patient monitors
MPMEV8,(reason not mentioned),"BP NOT COMEING

THRU CALL FROM COUSTOMER (HARMANDEEP KUMAR)
",sep,Patient monitors
MBPLHRAD32PXR-FC,"For CHC Bharawan Hardoi.

 

replace noise filter, 150 Amp F","MACHINE IS NOT ON

THRU CALL FROM CASTOMER (SUSIL KUMAR)

jul9",sep,X-ray
MECUBEIjul,(reason not mentioned),"DEFECTS ARE COMING IN COLOR FLOW

THRU CALL FROM CUSTOMER (R",sep,UltraSound
BPLWKHP80 MRI,We put order to OEM on 29th September 23 for base unit. Afte,defective castor wheel in Demo unit of MRI Medcaptain Syring,sep,Syringe pump
MECG6208VIEWC,KEYPAD WAS FOUND DEFECTIBVE THAT IS WHY A NEW KEYPAD IS FITT,"AUTOMATICALLY ON OFF PROBLEM

THAR CALL FROM CUSTOMER ( TILA",sep,Electrocardiographs-Multi channel
MPMNSNjulM,Spo2 problem. replace new spo2. this item billing to delta.,"SPO2 PROBE Problem

O/W

THRU MAIL FROM

Delta Medical Techn",sep,Patient monitors
MDF2509R,(reason not mentioned),"Not working 

THRU MAIL FROM MEDIC INDIA",sep,Defibrillators- Mono phasic
MFM9852,(reason not mentioned),"Lcd Screen Is going White  ( display Faulty) 

THRU MAIL FRO",sep,Foetal Monitor
MECG6208VIEWC,(reason not mentioned),"ECG not printing.

THRU MAIL FROM 

MR ABHINAV",sep,Electrocardiographs-Multi channel
MECUBEIjul,Probe is working fine,"LINEAR PROBE NOT WORKING 

THRU MR ARVIND 

",sep,UltraSound
MECG9108D,(reason not mentioned),"NO BATTERY BACK UP 

THRU MR YATHISH 

MOB 

9844052jul54

O/W",sep,Electrocardiographs-Multi channel
MPM5588PRB,(reason not mentioned),"MACHINE NOT SWITCHING ON 

THRU MR YATHISH

O/W",sep,Patient monitors
MECUBE-8,1 SET(4 NO) HEATING PAD DISPATCHED TO RADIX BY COURIER ON 1-,"While using convex probe, intermittently black shadow presen",sep,UltraSound
MAMPLNPRI320A,"Checked the machine. Reconnected the display cables .

now m","DISPLAY PROBLEM 

THRU CUSTOMER MR SHIFAN 

8289916852

",sep,Penlon-Anaesthesia work station
MAMEFLO6,(reason not mentioned),"BATTERY FAILURE ALARM SHOWING

THRU MAIL FROM RADIX HEALTHCA",sep,Anaesthesia work station
M9108,(reason not mentioned),"OUT OF BOX FAILURE
THRU MAIL FROM MOHAMMED KASHIF",sep,Electrocardiographs-Multi channel
M9108,(reason not mentioned),"OUT OF BOX FAILURE
THRU MAIL FROM MOHAMMED KASHIF",sep,Electrocardiographs-Multi channel
M9108,(reason not mentioned),"OUT OF BOX FAILURE

THRU MAIL FROM MOHAMMED KASHIF",sep,Electrocardiographs-Multi channel
MECUBEIjul,Arranged SSD locally and resolved problem.,"Not getting boost

THRU MAIL FROM MR RAMESH CHANDRA

OUT OF",sep,UltraSound
MECUBEIjul,"BLUE DART 40432142354 Dt.09/09/2023 from Chennai.

Replaced","AC-DC ADAPTER not working.

THRU MAIL FROM MR RAMESH CHANDRA",sep,UltraSound
MPMEV8,(reason not mentioned),"Black Screen, 

THRU MAIL FROM MR JYOTIRMOY BANERJEE",sep,Patient monitors
MECG6108TB,LOOSE CONNECTIONS WERE THERE AT THE CLIP ELECTRODE CONNECTIO,"patient cable

THRU MAILL FROM 

ELECTROCARE SERVICES",sep,Electrocardiographs-single channel
MDF2509R,(reason not mentioned),"while installation Error C3 coming.dated

THRU MAIL FROM MR",sep,Defibrillators- Mono phasic
MDF2509R,"while installation Error C3 coming.dated
THRU MAIL FROM MR V","while installation Error C3 coming.dated

THRU MAIL FROM MR",sep,Defibrillators- Mono phasic
MPMEV8,(reason not mentioned),"NOT WORKING

O/W

THRU MAIL FROM

CUSTOMER",sep,Patient monitors
MPMCSC12,(reason not mentioned),"NIBP NOT SHOWING

O/W
THRU MAIL FROM

S & S MEDI-EQUIPMENTS",sep,Patient monitors
MPMCSC12,(reason not mentioned),"COM   ERER

O/W

THRU MAIL FROM

S & S MEDI-EQUIPMENTS",sep,Patient monitors
MPMCSC12,(reason not mentioned),"NIBP NOT SHOWING

O/W
THRU MAIL FROM

S & S MEDI-EQUIPMENTS",sep,Patient monitors
MPMCSC12,(reason not mentioned),"DISPLAY SHOWING WHITE

O/W
THRU MAIL FROM

S & S MEDI-EQUIPM",sep,Patient monitors
MPMCSC12,(reason not mentioned),"ONLY BPL LOGO IS BEING DISPLAYED
O/W
THRU MAIL FROM

S & S M",sep,Patient monitors
