Ticket ID,Status,Created On,Account,Account ID,Product (Ticket ID),,Serial ID (Ticket ID),Service and Support Team,Ticket Type,Service Category,Work Description (Ticket),Incident Description (Ticket),Sales Unit,Agent,Created By,Resolved On Date,Closing Date,Changed By,City,Postal Code,State,Incident Category,Product Status,Ticket Source,Product Category ID (Affected Product Category),Product Category,,Date of Resolution (Ticket ID),Warranty (Registered Product),Warranty Start Date (Registered Product),Warranty End Date (Registered Product),Product (Ticket Item),Ticket Item,Defective Returns Required,Registered Product,Changed On,Open_Ticket_Years,Open_Ticket_Months,Open_Ticket_Days,Total_Open_Ticket_Days,Counter
869966,Closed,07.06.2023,FORTIS HOSPITAL,7000110642,MBPLMRAD5.0DR,,VUMA2K1018,NAGARJUN P,Service Calls,Breakdown Calls,#,"ERROR 101

THRU CALL FROM CUSTOMER NIZAM

 

INFORMED BY ENG",Bengaluru SO,NAGARJUN P,CALLCENTRE4 .,#,19.06.2023,NAGARJUN P,Bengaluru,560076,Karnataka,Not assigned,Available,Reported by Employee,XR02,X-ray,,08.06.2023,SALES WARRANTY,02.02.2023,01.02.2024,HFRAD USER INTERFACE PCB ASSY-MRAD3.6,386HFRADINTFPCBAY,X,Mobile Radiography unit 5.0kW,19.06.2023,,,,,1
869381,Closed,05.06.2023,Sterling Sales & Services,7000000102,MDF2617R,,DMMR2F4933,STERLING SALES & SERVICE DEALER,Service Calls,Breakdown Calls,#,"EPLD CLOG ERROR

THRU CALL FROM MR. KISHAN

STERLING SALES &",Ahemdabad SO,M/s STERLING SALES & SERVICES,CALLCENTRE4 .,21.06.2023,21.06.2023,LABHU KARSAN BHAI VAINSH,Ahmedabad,380009,Gujarat,Not assigned,Available,Reported by Dealer,DF01,Defibrillators-Bi-Phasic,,20.06.2023,SALES WARRANTY,17.08.2022,16.08.2023,DF2617R-LPC MICON PCB  ASSY -COLOUR,11L8B001-CLR,#,BIPHASIC DF MDF2617 WITH RECORDER,21.06.2023,,,,,1
869852,Closed,06.06.2023,Lakshmi Hospital,7000016119,MAMEFLO6,,FNTE2L2642,TRINITY HEALTHCARE SYSTEMS DEALER,Service Calls,Breakdown Calls,"encoder replaced ,working good.","ENCODER SWITCH NOT WORKING

THRU MAIL FROM

HEALTHCARE SYSTE",Kochi SO,HEALTHCARE SYSTEM TRINITY,CALLCENTRE2 .,09.06.2023,13.06.2023,BIMAL KUMAR P N,Palakkad,679013,Kerala,Not assigned,Available,Reported by Dealer,AW01,Anaesthesia work station,,#,SALES WARRANTY,25.11.2022,24.11.2023,EFLO 6/6D/7 - ENCODER ASSY,13L2E132,X,AWS E FLO 6,13.06.2023,,,,,1
869410,Closed,05.06.2023,Kalra Hospital,7000067684,MACQUNITNEO,,JLMD2E1605,ASM VIPIN SHARMA,Service Calls,Breakdown Calls,"EMERGENNCY SWITCH REPAIR ,SPEED AND ELIVATION CALIBRATION DO",EMERGENCY SWITCH NOT WORKING,Delhi SO,VIPIN KUMAR SHARMA,VIPIN KUMAR SHARMA,#,05.06.2023,VIPIN KUMAR SHARMA,Kirti Nagar,110015,Delhi,Not assigned,Not assigned,Reported by Employee,CA02,STS-Stress test system,,#,SALES WARRANTY,25.08.2022,24.08.2023,Not assigned,#,X,ACQUITION UNIT FOR STS NEO,05.06.2023,,,,,1
873628,Dispatch Factory,24.06.2023,Health First Diagnostic,7000113347,MSTSTMILLU-BPL,,RHMD3A1268,KRUTARTH MEDICAL SYSTEMS DEALER,Service Calls,Breakdown Calls,#,"Elevation not Start


",Ahemdabad SO,M/s KRUTARTH MEDIAL SYSTEMS,VISHAL VAKERIYA,#,#,CALLCENTRE2 .,balitha,396191,Gujarat,Not assigned,Available,Reported by Dealer,CA02,STS-Stress test system,,#,SALES WARRANTY,06.06.2023,04.06.2024,CONTROL PCB  ASSEMBLY-TM ULTRA,420TMCONRLPCBAY,X,STRESS TEST SYSTEM MILL- DYNATRAC ULTRA,30.06.2023,0,0,9,9,1
868374,Allotment,05.06.2023,Rajasthan Hospital,7000071242,MDF2509R,,BZMU2H7927,STERLING SALES & SERVICE DEALER,Service Calls,Breakdown Calls,#,"ECG PRONT OUT NOT COMING

THRU CALL FROM DEALER-KISHAN(74053",Not assigned,M/s STERLING SALES & SERVICES,CALLCENTRE4 .,#,#,CALLCENTRE4 .,Ahmedabad,380004,Gujarat,Not assigned,Not assigned,Reported by Dealer,DF02,Defibrillators- Mono phasic,,#,SALES WARRANTY,07.11.2022,06.11.2023,Not assigned,#,#,DEFIBRILLATOR WITH RECODER DF 2509R,05.06.2023,0,0,28,28,1
870391,Closed,10.06.2023,Shree Digambar Jain mandir samiti,7000113192,MECG6208VIEWC,,DERE2M24288,ASM Himanshu Choudhary,Service Calls,Breakdown Calls,CUSTOMER PURCHASED MACHINE FROM LOCAL DEALER IN DELHI. SUGGE,"ECG NOT COMING PROPERLY 

THRU MR VC JAIN 

MOB 

9310009564",Lucknow SO,HIMANSHU CHOUDHARY,CALLCENTRE3 .,12.06.2023,21.06.2023,HIMANSHU CHOUDHARY,GHAZIABAD,201012,Uttar Pradesh,Not assigned,Not assigned,Reported by Customer,EC02,Electrocardiographs-Multi channel,,13.06.2023,SALES WARRANTY,06.06.2023,04.06.2024,Not assigned,#,X,ECG MACHINE 6208 VIEW PLUS,21.06.2023,,,,,1
875395,Factory Spare Request,30.06.2023,Indira Gandhi Govt General Hospital,7000000769,MECG9108D,,KKTA2K6489,ASM Vinoth,Service Calls,Breakdown Calls,#,"ECG cable problem, two leads are not working.

THRU MAIL FRO",Chennai SO,M VINOTH,CALLCENTRE4 .,#,#,SRIMATHI RAMANAN,Pondicherry,605001,Tamil Nadu,Not assigned,Factory Spare Request,Reported by Employee,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,01.02.2023,31.01.2024,9108/9108D ECG CABLE (NEW TYPE),6CMAC001,X,MULTI CHANNEL RECORDER 9108D,01.07.2023,0,0,3,3,1
873972,Factory Spare Request,23.06.2023,SOMESH DAS,7000112380,MOGOXY5NEOD,,MCTA1E10507,ELECTROCARE SERVICES DEALER,Service Calls,Breakdown Calls,#,"E2 SHOWING

THRU MAIL FROM

Electrocare Services",Kolkata SO,M/s ELECTROCARE SERVICES,CALLCENTRE2 .,#,#,JAYANT SARMAH,DURGAPUR,700135,West Bengal,Not assigned,Factory Spare Request,Reported by Dealer,OG01,Oxygen concentrator,,#,SALES WARRANTY,13.11.2022,12.11.2023,OXY 5 NEO OXYGEN MAGNETIC VALVE,13L84003,X,OXYGEN CONCENTRATOR BPL OXY 5 NEO DUAL,03.07.2023,0,0,10,10,1
868132,Closed,02.06.2023,Medway,7000019616,MAMPLNPRI320AAGMW/OO2MS,,6145CB0282,ASM SACHIN RASAM,Service Calls,Breakdown Calls,error is coming so generating new sub ticket,During transportation machine wheel get damaged.,Mumbai SO,SACHIN SHAMSUNDAR RASAM,SACHIN SHAMSUNDAR RASAM,02.06.2023,02.06.2023,SACHIN SHAMSUNDAR RASAM,Navi Mumbai,410209,Maharashtra,Not assigned,Available,Reported by E-mail,AW02,Penlon-Anaesthesia work station,,26.05.2023,SALES WARRANTY,10.05.2023,08.05.2024,CASTERWHEEL WITH BREAK -PENLON AWS -GRAY,BPL-PENLON-5008901-GRY,X,Penlon Prima320 Adv+Masimo AGMw/o O2 MS,02.06.2023,,,,,1
867999,Closed,02.06.2023,PMO GOVERMENT HOSPITAL,7000108270,MRELIFE900AEDPR,,GVMD2G3305,"M/s, SUNCITY MEDICARE",Preventive Measures,Preventive Measures,#,Done pms,Not assigned,M/s SUNCITY MEDICARE,IT Support,#,10.06.2023,AJEET LODHI,JALORE,343001,Rajasthan,Not assigned,Not assigned,Reported by Dealer,DF01,Defibrillators-Bi-Phasic,,07.06.2023,SALES WARRANTY,31.07.2022,30.07.2023,Not assigned,#,#,RELIFE 900 WITH AED PACER AND RECORDER,10.06.2023,,,,,1
870799,CW Resolved,12.06.2023,Ankur Hospital,7000111845,MPM5588UPDS,,DNTD2H21161,ASHISH MEDICARE DEALER,Service Calls,Breakdown Calls,"sent in warehouse for repairing by dealer

arm board defecti","Display& BP 

THRU MAIL FROM

ASHISH MEDICARE",Delhi SO,M/s ASHISH MEDICARE,CALLCENTRE2 .,15.06.2023,#,ANIL SHARMA,Gurugram,122001,Haryana,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,28.11.2022,27.11.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,26.06.2023,0,0,21,21,1
874569,Open,28.06.2023,Rins Marketing,7000000071,MFM9852,,EPTA2E4063,RINS MARKETING & SERVICES DEALER,Service Calls,Breakdown Calls,#,"DISPLAY PROBLEM

THRU CALL FROM SHRUTHI(DEALER-9526508248)

",Kochi SO,MARKETING RINS,VYSHNAV MOHAN T,#,#,,Kannur,670002,Kerala,Not assigned,Available,Reported by Dealer,GY03,Foetal Monitor,,#,SALES WARRANTY,02.10.2022,01.10.2023,FM/9852 7 inch TFT Display Screen,07L7E001,X,FETAL MONITOR FM 9852,28.06.2023,0,0,5,5,1
874912,Part Pending,28.06.2023,Vikash Multi Speciality Hospital,7000087322,BPLSYRPUMP1,,KLTA2G15789,ELECTROCARE SYSTEM DEALER,Service Calls,Breakdown Calls,#,"Display problem (motor not running properly)

THRU MAIL FROM",Kolkata SO,M/s ELECTROCARE SYSTEM,CALLCENTRE3 .,#,#,Dhruba Charan Mohanty,Baragarh,768028,West Bengal,Not assigned,Part Pending,Reported by Dealer,IP01,Syringe pump,,#,SALES WARRANTY,18.05.2023,16.05.2024,LCD/TFT DISPLAY FOR ACURA S1,07L4E001,X,BPL SYRINGE PUMP - ACCURA S1,03.07.2023,0,0,5,5,1
874857,Part Pending,28.06.2023,PRIYADARSHINI HOSPITAL,7000112029,MDF2509R,,BZMU2L8124,RINS MARKETING & SERVICES DEALER,Service Calls,Breakdown Calls,#,"display problem 

thru mr anuroop

mob 

9946682610",Kochi SO,MARKETING RINS,CALLCENTRE3 .,#,#,MARKETING RINS,PAYYANUR,670307,Kerala,Not assigned,Part Pending,Reported by Dealer,DF02,Defibrillators- Mono phasic,,#,SALES WARRANTY,24.03.2023,22.03.2024,LCD MODULE -LED BACK LIGHT SP14Q003-A,DISPSP14Q003A,#,DEFIBRILLATOR WITH RECODER DF 2509R,03.07.2023,0,0,5,5,1
871983,Closed,16.06.2023,Vikash Multi Speciality Hospital,7000087322,BPLSYRPUMP1,,KLTA1J12776,ELECTROCARE SYSTEM DEALER,Service Calls,Breakdown Calls,new display replaced.,"Display problem  

THRU MAIL FROM 

ELECTROCARE SYSTEM",Kolkata SO,M/s ELECTROCARE SYSTEM,CALLCENTRE3 .,28.06.2023,28.06.2023,M/s ELECTROCARE SYSTEM,Baragarh,768028,West Bengal,Display issue,Available,Reported by Dealer,IP01,Syringe pump,,28.06.2023,SALES WARRANTY,18.05.2023,16.05.2024,LCD/TFT DISPLAY FOR ACURA S1,07L4E001,X,BPL SYRINGE PUMP - ACCURA S1,28.06.2023,,,,,1
870472,Dispatch Factory,16.06.2023,Tricore Medical Systems,7000022409,MECGGENX3,,JWMG2A3883,RADIX HEALTHCARE DEALER,Service Calls,Breakdown Calls,#,"DISPLAY NOT GETTING

THRU MAIL FROM

M/s RADIX HEALTHCARE",Kochi SO,M/s RADIX HEALTHCARE,HARISANKAR T P,#,#,CALLCENTRE2 .,Trivandrum,695037,Kerala,Not assigned,Available,Reported by Dealer,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,03.10.2022,02.10.2023,"COLOUR TFT LCD 4.3"" 480 x 272 (GENX3)",DISPTM043NDH02,X,ECG MACHINE GEN X3,20.06.2023,0,0,17,17,1
871878,Dispatch Factory,16.06.2023,Govt. medical college,7000113356,MECG6208VIEWC,,DETE2K26125,LIFE CARE SYSTEM (SF) DEALER,Service Calls,Breakdown Calls,"DISPLAY COMPLAINT

PENDING FOR COLOUR DISPLAY UNIT.","DISPLAY FLICKERING.

TRHU MAIL FROM

LIFE CARE SYSTEMS",Kochi SO,M/s LIFE CARE SYSTEMS (KERALA),CALLCENTRE2 .,#,#,CALLCENTRE2 .,Kozhikode,673001,Kerala,Not assigned,Available,Reported by Dealer,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,16.02.2023,15.02.2024,6208VIEW LCD/TFT COLOR/1.0 VER,07L9Q001,X,ECG MACHINE 6208 VIEW PLUS,21.06.2023,0,0,17,17,1
869351,Closed,05.06.2023,ARAMBAGH SSH,7000103402,MECUBE-8,,L05859,Kolkata Service UltraSound Team,Service Calls,Breakdown Calls,#,"display black shadow coming 

thru mr soumitra karmakar 

",Kolkata SO,SOUMITRA KARMAKAR,CALLCENTRE3 .,#,09.06.2023,SOUMITRA KARMAKAR,hooghly,712601,West Bengal,Not assigned,Available,Reported by Dealer,US01,UltraSound,,07.06.2023,SALES WARRANTY,27.01.2022,26.01.2023,1-6MHz Convex Transducer with PowerView,M10002003,X,E-CUBE 8:4 default transducer ports,09.06.2023,,,,,1
869372,Closed,05.06.2023,ROHINIDIAGOSTICS PVT LTDROHINIDIAGOSTICS,7000113120,MECUBE-8LE,,L02810,Kolkata Service UltraSound Team,Service Calls,Breakdown Calls,#,"Convex Probe faulty during Installation 

THRU MAIL FROM MR",Kolkata SO,SOUMITRA KARMAKAR,CALLCENTRE3 .,12.06.2023,18.06.2023,SOUMITRA KARMAKAR,Brahmapur,760001,Orissa,Not assigned,Available,Reported by Employee,US01,UltraSound,,10.06.2023,SALES WARRANTY,10.06.2023,08.06.2024,1-6MHz Convex Transducer with PowerView,M10002003(D),#,E-CUBE 8:4 LE default transducer ports,18.06.2023,,,,,1
871892,Closed,16.06.2023,Dr Javed Akhtar,7000067971,MBPLXRAD300FC,,LKMA2B1159,GM TEC MEDICAL SYSTEMS,Service Calls,Breakdown Calls,"ROTOR FAULT ERROR COMING, THEN REPLACED THE ROTOR FUSE & WIR","CONSOL  WHEAR LOSE 

THRU MS BHARTHI 

",Lucknow SO,GMTEC MEDICAL SYSTEMS,CALLCENTRE3 .,#,22.06.2023,SANDEEP KUMAR,Amroha,244221,Uttar Pradesh,Not assigned,Not assigned,Reported by Dealer,XR02,X-ray,,12.06.2023,SALES WARRANTY,21.06.2022,20.06.2023,Not assigned,#,X,X-Ray Machine XRAD-300,22.06.2023,,,,,1
870142,Closed,08.06.2023,MOTHERHOOD HOSPITAL PVT LTD,7000107370,382MXDIUAY,,KSMB-2G-1064,GM TEC MEDICAL SYSTEMS,Service Calls,Breakdown Calls,ONLINE SUPPORT THROUGH ANYDESK FOR APPLICATION NOT OPEN & CO,communication checking error found thru ms Bharati,Delhi SO,GMTEC MEDICAL SYSTEMS,CALLCENTRE3 .,#,16.06.2023,SANDEEP KUMAR,GURUGRAM,122011,Haryana,Not assigned,Not assigned,Reported by Dealer,ASSU,Assemblies and Sub-Assemblies,,08.06.2023,SALES WARRANTY,13.08.2022,12.08.2023,Not assigned,#,#,UNIT ASSEMBY C RAY PRIME MXDI,16.06.2023,,,,,1
873225,Closed,20.06.2023,Medic India,7000030584,MBPLCRAYPROPLUSMXDI,,VJMB3D1054,MEDIC INDIA Chennai,Service Calls,Breakdown Calls,#,"communication checking error  

THRU MAIL FROM ASHOK KUMAR A",Chennai SO,Ashok Kumar A,CALLCENTRE4 .,03.07.2023,03.07.2023,,Chennai,600080,Tamil Nadu,Not assigned,Available,Reported by Employee,XR01,C-Arm,,#,SALES WARRANTY,29.04.2023,27.04.2024,MAIN PCB ASSY-CARY PRO,394MAINPCBAY,X,C-RAY Pro Plus with PC based memory,03.07.2023,,,,,1
872493,Closed,19.06.2023,St. Sebastian's Hospital,7000081786,MPO5530,,DYMJ2F11197,ELIXIR MEDISYSTEMS DEALER,Service Calls,Breakdown Calls,charger replaced,"CHARGER PROBLEM 

THRU MR ALEX 

",Kochi SO,M/s ELIXIR MEDISYSTEMS,CALLCENTRE3 .,#,28.06.2023,M/s ELIXIR MEDISYSTEMS,Alappuzha,688530,Kerala,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,01.08.2022,31.07.2023,Not assigned,#,X,PULSE OXYMETER CLEO PLUS,28.06.2023,,,,,1
873874,Closed,22.06.2023,District Hospital,7000109622,MBPLHRAD32PXR-FC,,LNMA2F1048,BANSI LAL,Service Calls,Breakdown Calls,#,"BUCKY TRAY 

MECHANICAL 

ISSUE 

THRU MR BANSI LAL",Jaipur SO,BANSI LAL DHIMAN,CALLCENTRE3 .,#,24.06.2023,BANSI LAL DHIMAN,Dholpur,328001,Rajasthan,Not assigned,Not assigned,Reported by Customer,XR02,X-ray,,22.06.2023,SALES WARRANTY,10.12.2022,09.12.2023,Not assigned,#,X,32KW Radiography model HRAD32,24.06.2023,,,,,1
869311,Resolved,05.06.2023,Dayasagar Hospital,7000086610,MPM5588UPDS,,DNTD2H21006,MANGESH MEDI-TECH DEALER,Service Calls,Breakdown Calls,"replace arm board under warrenty by dealer

fcn pending","BLANK WHITE DISPLAY. (CONTRAST)

THRU MAIL FROM

MANGESH MED",Mumbai SO,M/s MANGESH MEDI - TECH,CALLCENTRE2 .,30.06.2023,#,AJAY DADARAO SAWARKAR,Amravati,444606,Maharashtra,Not assigned,Available,Reported by Dealer,MP01,Patient monitors,,21.06.2023,SALES WARRANTY,01.10.2022,30.09.2023,MAIN BOARD/ARM BOARD FOR UP/NT/ ECO,11L5A002,X,ULTIMA PRIME WITH DIGITAL SPO2,30.06.2023,0,0,28,28,1
871211,Resolved,13.06.2023,Apollo Hospital(Adani Port),7000113300,MECGGENX3,,JWMH2G4625,ASM DHRUBA CHARAN MOHANTY,Service Calls,Breakdown Calls,"battery mode not working & v3 lead not comming

replace main","Battery mode not working

Thru call from Dhruba Charan Mohan",Kolkata SO,Dhruba Charan Mohanty,CALLCENTRE3 .,25.06.2023,#,Dhruba Charan Mohanty,Dhamra,756171,Orissa,Not assigned,Available,Reported by Employee,EC02,Electrocardiographs-Multi channel,,22.06.2023,SALES WARRANTY,07.11.2022,06.11.2023,11.1V 3000mAh LI-ION RECH.BATTERY,BAT11V13ALI,X,ECG MACHINE GEN X3,25.06.2023,0,0,20,20,1
872659,Allotment,19.06.2023,Jayadev Memorial Rashtrotthana Hospital And Research Centre,7000033561,MPM5588PRB,,DNTY2K21428,VENKATESH R,Service Calls,Breakdown Calls,#,"BATTERY ISSUE

THRU MAIL FROM PULSE CARE SYSTEM",Bengaluru SO,VENKATESH R,CALLCENTRE4 .,#,#,CALLCENTRE2 .,Bengaluru,560098,Karnataka,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,22.12.2022,21.12.2023,Not assigned,#,X,ULTIMA PRIME,29.06.2023,0,0,14,14,1
872662,Allotment,19.06.2023,Jayadev Memorial Rashtrotthana Hospital And Research Centre,7000033561,MPM5588PRB,,DNTY2K21414,VENKATESH R,Service Calls,Breakdown Calls,#,"BATTERY ISSUE

thru mail from pulse care system",Bengaluru SO,VENKATESH R,CALLCENTRE4 .,#,#,CALLCENTRE2 .,Bengaluru,560098,Karnataka,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,22.12.2022,21.12.2023,Not assigned,#,X,ULTIMA PRIME,29.06.2023,0,0,14,14,1
872664,Allotment,19.06.2023,Jayadev Memorial Rashtrotthana Hospital And Research Centre,7000033561,MPM5588PRB,,DNTY2K21376,VENKATESH R,Service Calls,Breakdown Calls,#,"BATTERY ISSUE

THRU MAIL FROM PULSE CARE SYSTEM",Bengaluru SO,VENKATESH R,CALLCENTRE4 .,#,#,CALLCENTRE2 .,Bengaluru,560098,Karnataka,Not assigned,Not assigned,Reported by Employee,MP01,Patient monitors,,#,SALES WARRANTY,22.12.2022,21.12.2023,Not assigned,#,X,ULTIMA PRIME,29.06.2023,0,0,14,14,1
874475,Closed,26.06.2023,Western Railway Polyclinic,7000059649,M9108,,DUTB2E13282,SAURABH ELECTRONICS DEALER,Service Calls,Breakdown Calls,#,"BATTERY BACKUP ISSUE

THRU CALL FROM SISTER JOYCE

836940692",Mumbai SO,MAYUR SUDHAKAR DHURI,CALLCENTRE4 .,29.06.2023,30.06.2023,MAYUR SUDHAKAR DHURI,Mumbai,400019,Maharashtra,Not assigned,Not assigned,Reported by Customer,EC02,Electrocardiographs-Multi channel,,29.06.2023,SALES WARRANTY,21.07.2022,20.07.2023,Not assigned,#,X,MULTI CHANNEL RECORDER - A4 - M9108,30.06.2023,,,,,1
870264,Allotment,09.06.2023,V-CARE SPECILITY CLINIC,7000092600,MPM5588UPDS,,DNTD2H20999,GALANT TECHNOLOGIES DEALER,Service Calls,Breakdown Calls,#,"BATTERY BACK UP NOT GETTING 

THRU MS RENUKA 

9446542201",Kochi SO,M/s GALANT TECHNOLOGIES,CALLCENTRE4 .,#,#,CALLCENTRE4 .,PATHANAMTHITTA,689667,Kerala,Not assigned,Not assigned,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,16.12.2022,15.12.2023,Not assigned,#,X,ULTIMA PRIME WITH DIGITAL SPO2,09.06.2023,0,0,24,24,1
873911,Dispatch Factory,22.06.2023,Mpt Hospital,7000013370,MECG6208VIEWC,,DETE2L26241,ARSANIK HEALTHCARE DEALER,Service Calls,Breakdown Calls,#,"artifacts in ECG

THRU MAIL FROM MR. NAGRAJ",Bengaluru SO,M/s ARSANIK HEALTHCARE PRIVATE LIMITED,CALLCENTRE4 .,#,#,SUNIL KUMAR K,Vasco Goa,403802,Goa,Not assigned,Available,Reported by Dealer,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,12.06.2023,10.06.2024,6208VIEW ECG PCB-NEW :1.0 VER,11L9Q004,X,ECG MACHINE 6208 VIEW PLUS,27.06.2023,0,0,11,11,1
867736,Closed,01.06.2023,BERHAMPORE CITY HOSPITAL PVT.LTD,7000101393,MPM5588UPDS,,DNTD2G20946,ELECTROCARE SERVICES DEALER,Service Calls,Breakdown Calls,ARM PCB REPLACED.,"Arm Pcb defective,require urgently

THRU MAIL FROM

Electroc",Kolkata SO,M/s ELECTROCARE SERVICES,CALLCENTRE2 .,#,13.06.2023,M/s ELECTROCARE SERVICES,MURSHIDABAD,700119,West Bengal,PCB/ Sub-Assembly failure,Available,Reported by Employee,MP01,Patient monitors,,08.06.2023,SALES WARRANTY,07.11.2022,06.11.2023,EXCELLO NT MAIN BOARD/ARM BOARD,11L1F002,X,ULTIMA PRIME WITH DIGITAL SPO2,13.06.2023,,,,,1
871395,Dispatch Factory,15.06.2023,Caritas Hospital,7000004709,MECG9108D,,KKTA2F6260,GALANT TECHNOLOGIES DEALER,Service Calls,Breakdown Calls,#,"3RD LEAD ISSUE \ SAME AS 2ND PRINT

THRU MS.  ANUSHREE

4692",Kochi SO,M/s GALANT TECHNOLOGIES,HARISANKAR T P,#,#,CALLCENTRE3 .,Kottayam,686512,Kerala,Not assigned,Available,Reported by Dealer,EC02,Electrocardiographs-Multi channel,,#,SALES WARRANTY,05.11.2022,04.11.2023,MAIN BOARD 9108D,11L7I004,X,MULTI CHANNEL RECORDER 9108D,20.06.2023,0,0,18,18,1
871203,Closed,13.06.2023,Varada Technologies,7000000087,MECUBE-8LE,,L05900,SANTOSH PATIL,Service Calls,Breakdown Calls,#,#,Bengaluru SO,SANTOSH R PATIL,SANTOSH R PATIL,13.06.2023,13.06.2023,SANTOSH R PATIL,Dharwad,580008,Karnataka,Not assigned,Available,Reported by Employee,US01,UltraSound,,13.06.2023,SALES WARRANTY,20.06.2022,19.06.2023,EC-8 CW BOARD ASSY,EC-820005912,#,E-CUBE 8:4 LE default transducer ports,13.06.2023,,,,,1
872325,Closed,18.06.2023,Varada Technologies,7000000087,FG5008230,,6140AG0166,VARADA TECHNOLOGIES DEALER,Service Calls,Breakdown Calls,#,#,Bengaluru SO,TECHNOLOGIES VARADA,SANTOSH R PATIL,18.06.2023,18.06.2023,SANTOSH R PATIL,Dharwad,580008,Karnataka,Not assigned,Available,Reported by Employee,AW02,Penlon-Anaesthesia work station,,18.06.2023,SALES WARRANTY,06.07.2022,05.07.2023,INSP/EXP PORT,BPL-PENLON-5009153,X,Penlon Prima 320 Anesthesia Workstation,18.06.2023,,,,,1
867754,Allotment,02.06.2023,kmmc hospital,7000107829,MPM5588UPDS,,DNTD2G20925,Mohanraj Selvaraj,Service Calls,Service Accessory Request,#,#,Chennai SO,VIJAYAKUMAR R,VIJAYAKUMAR R,#,#,VIJAYAKUMAR R,MUTTOM,629202,Tamil Nadu,Not assigned,Available,Reported by Employee,MP01,Patient monitors,,#,SALES WARRANTY,16.09.2022,15.09.2023,ECG PATIENT CABLE 5 LEAD SNAP IEC (COMP),13LBPL43,X,ULTIMA PRIME WITH DIGITAL SPO2,28.06.2023,0,1,1,31,1
871286,Closed,15.06.2023,Chelawath Hospital,7000004443,MACQUNITNEO,,JLMD2D1565,ASM SANJAY TAYDE,Service Calls,Breakdown Calls,Poer settings done after that machine working good.,#,Bhopal SO,SANJAY TAYDE,SANJAY TAYDE,20.06.2023,22.06.2023,SANJAY TAYDE,Mandsaur,458001,Madhya Pradesh,Not assigned,Not assigned,Reported by Customer,CA02,STS-Stress test system,,19.06.2023,SALES WARRANTY,16.06.2022,15.06.2023,Not assigned,#,X,ACQUITION UNIT FOR STS NEO,22.06.2023,,,,,1
871747,Closed,20.06.2023,Flessing Electronics,7000000127,MSTSTMILLU-BPL,,RHMC2M1248,FLESSING ELECTRONICS DEALER,Service Calls,Breakdown Calls,#,#,Mumbai SO,M/s FLESSING ELECTRONICS,DHARMENDRA C KOTANGLE,20.06.2023,20.06.2023,DHARMENDRA C KOTANGLE,Nagpur,440015,Maharashtra,Not assigned,Available,Reported by Dealer,CA02,STS-Stress test system,,16.06.2023,SALES WARRANTY,20.04.2023,18.04.2024,Emergency Switch Bottom Cover,420EMRSWTBOTCVR,X,STRESS TEST SYSTEM MILL- DYNATRAC ULTRA,20.06.2023,,,,,1
874867,Allotment,29.06.2023,Desire Aesthetics,7000107515,MPMEV15TNSP02CO2SSPE,,NNTE1D1130,MEDIC INDIA Chennai,Service Calls,Breakdown Calls,#,#,Chennai SO,Ashok Kumar A,Chennai Medic India,#,#,Ashok Kumar A,Chennai,600040,Tamil Nadu,Not assigned,Available,Reported by Dealer,MP01,Patient monitors,,#,SALES WARRANTY,13.09.2022,12.09.2023,E15 MAIN PCB WITH MASIMO+IBP+ TCH+ETCO2,11L9V005-B,X,BPL EV15T NELLCOR SPO2 + ETCO2 SS PE,01.07.2023,0,0,4,4,1
874626,Closed,28.06.2023,MAX CITY HOSPITAL,7000107230,MBPLCRAYPROPLUSMXDI,,VJMA2H1004,VINOD KUMAR,Service Calls,Field Modification,Field modification done on power Board.,#,Lucknow SO,VINOD KUMAR,VINOD KUMAR,#,28.06.2023,VINOD KUMAR,MAHARAJGANJ,273164,Uttar Pradesh,Not assigned,Not assigned,Reported by Employee,XR01,C-Arm,,28.06.2023,SALES WARRANTY,31.08.2022,30.08.2023,Not assigned,#,X,C-RAY Pro Plus with PC based memory,28.06.2023,,,,,1
870200,Closed,08.06.2023,Bansal Agency,7000000160,BPLMVLSMEL600CTRW/OCOM,,HUL06218051,ASM SANJAY TAYDE,Service Calls,Field Modification,FMI Done- Auto drain filter replaced,#,Bhopal SO,SANJAY TAYDE,SANJAY TAYDE,20.06.2023,20.06.2023,SANJAY TAYDE,Indore,452001,Madhya Pradesh,No fault,Available,Reported by Employee,LVEN,Lowenstein ventilators,,20.06.2023,SALES WARRANTY,16.02.2023,15.02.2024,INLET FILTER – AUTO DRAIN,BPL-VENT-AF20-02C-A,#,VENT ELISA600 COMPSR TROLLEY-W/O COMPSR,20.06.2023,,,,,1
